name,age,country,policytype,policytier,sumsssured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
Glenn Gallegos,46,India,House,Standard,6922174,NaN,NaN,NaN,14052,NaN,NaN,NaN,8415518,24,House,1045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ashley Malone,64,India,House,Standard,17800086,NaN,NaN,NaN,35956,NaN,NaN,NaN,18205245,16,Apartment,1408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jesse Castro,31,India,House,Standard,13180799,NaN,NaN,NaN,26625,NaN,NaN,NaN,13558222,12,Apartment,1124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christine Powers,26,India,House,Standard,13020415,NaN,NaN,NaN,26301,NaN,NaN,NaN,14560918,24,Apartment,1174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Dennis,62,India,House,Standard,6631961,NaN,NaN,NaN,13330,NaN,NaN,NaN,7780001,0,Apartment,1401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew Harper,34,India,House,Standard,8025135,NaN,NaN,NaN,16371,NaN,NaN,NaN,8514499,40,House,1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Miranda,64,India,House,Standard,13252588,NaN,NaN,NaN,26770,NaN,NaN,NaN,14606413,20,Apartment,1211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Molly Rodriguez,39,India,House,Standard,8208258,NaN,NaN,NaN,16499,NaN,NaN,NaN,10061552,9,Apartment,1084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gregory Hill,36,India,House,Standard,9270836,NaN,NaN,NaN,18820,NaN,NaN,NaN,10106795,25,House,1349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Martha Bailey,39,India,House,Standard,17785633,NaN,NaN,NaN,35749,NaN,NaN,NaN,18926218,9,Apartment,1458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Stanley,42,India,House,Standard,6973716,NaN,NaN,NaN,14087,NaN,NaN,NaN,8471500,13,Apartment,1050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Walls,33,India,House,Standard,14594785,NaN,NaN,NaN,29481,NaN,NaN,NaN,17714512,11,House,856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amber Vang,66,India,House,Standard,9709924,NaN,NaN,NaN,19517,NaN,NaN,NaN,9802031,15,Apartment,811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebekah Gregory,27,India,House,Standard,13352733,NaN,NaN,NaN,26973,NaN,NaN,NaN,16177559,11,Apartment,1065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Caitlin Perry,44,India,House,Standard,19032899,NaN,NaN,NaN,38066,NaN,NaN,NaN,19796622,10,Apartment,920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Rivers,34,India,House,Standard,15075405,NaN,NaN,NaN,30603,NaN,NaN,NaN,16288815,36,House,865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Jackson,59,India,House,Standard,13622075,NaN,NaN,NaN,27517,NaN,NaN,NaN,15136951,3,House,1323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew Roberts,46,India,House,Standard,9832871,NaN,NaN,NaN,19764,NaN,NaN,NaN,10299805,8,Apartment,1176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kristin Mendoza,44,India,House,Standard,16962077,NaN,NaN,NaN,34094,NaN,NaN,NaN,18809864,23,Apartment,918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Morrison,52,India,House,Standard,6725899,NaN,NaN,NaN,13586,NaN,NaN,NaN,7706159,15,Apartment,1050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nathaniel Lee,70,India,House,Standard,9077916,NaN,NaN,NaN,18337,NaN,NaN,NaN,10502466,14,House,836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tammy Boone,60,India,House,Standard,17906182,NaN,NaN,NaN,36170,NaN,NaN,NaN,19584426,4,House,1127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tracy Grant,27,India,House,Standard,13449028,NaN,NaN,NaN,27033,NaN,NaN,NaN,15922849,5,Apartment,1489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samuel Turner,49,India,House,Standard,8048955,NaN,NaN,NaN,16259,NaN,NaN,NaN,8270553,14,Apartment,1210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Emma Butler,29,India,House,Standard,11351499,NaN,NaN,NaN,22817,NaN,NaN,NaN,12991198,0,House,888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William David DDS,46,India,House,Standard,14816404,NaN,NaN,NaN,29929,NaN,NaN,NaN,16959107,14,Apartment,1111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Travis Hobbs,34,India,House,Standard,8636664,NaN,NaN,NaN,17360,NaN,NaN,NaN,10778644,4,Apartment,1359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Connie Turner,64,India,House,Standard,7647637,NaN,NaN,NaN,15601,NaN,NaN,NaN,7901147,40,House,1038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Cooper,70,India,House,Standard,10769302,NaN,NaN,NaN,21754,NaN,NaN,NaN,13120658,19,House,801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Sims,37,India,House,Standard,11432698,NaN,NaN,NaN,23094,NaN,NaN,NaN,11495789,3,House,1229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Frank Whitaker,53,India,House,Standard,19133469,NaN,NaN,NaN,38458,NaN,NaN,NaN,19439547,1,Apartment,1086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vincent Reyes,66,India,House,Standard,13220052,NaN,NaN,NaN,26705,NaN,NaN,NaN,14429943,5,House,1181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Jackson,41,India,House,Standard,8945004,NaN,NaN,NaN,18069,NaN,NaN,NaN,9739990,4,House,1452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mr. Michael Scott PhD,35,India,House,Standard,12701474,NaN,NaN,NaN,25530,NaN,NaN,NaN,14797801,7,Apartment,1478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Howard,49,India,House,Standard,12040637,NaN,NaN,NaN,24442,NaN,NaN,NaN,14092651,28,House,1134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kristen Rowe,67,India,House,Standard,8951116,NaN,NaN,NaN,17902,NaN,NaN,NaN,10900953,4,Apartment,939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Larry Harris,55,India,House,Standard,13897263,NaN,NaN,NaN,28072,NaN,NaN,NaN,15319107,7,House,1121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zachary Mendoza,26,India,House,Standard,14636940,NaN,NaN,NaN,29713,NaN,NaN,NaN,15081910,16,House,1115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Davis,26,India,House,Standard,9811460,NaN,NaN,NaN,19721,NaN,NaN,NaN,10144347,6,Apartment,1111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Susan Conley,64,India,House,Standard,8782342,NaN,NaN,NaN,17653,NaN,NaN,NaN,9988460,11,Apartment,893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Breanna Rivas,60,India,House,Standard,15206250,NaN,NaN,NaN,30869,NaN,NaN,NaN,18861251,11,House,1106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Nelson,44,India,House,Standard,13463480,NaN,NaN,NaN,27062,NaN,NaN,NaN,15086676,3,Apartment,1369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Martha Smith,63,India,House,Standard,9504393,NaN,NaN,NaN,19104,NaN,NaN,NaN,9537647,24,Apartment,812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ralph Yoder,49,India,House,Standard,10688981,NaN,NaN,NaN,21806,NaN,NaN,NaN,10824120,40,House,1210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephanie Evans,44,India,House,Standard,13891114,NaN,NaN,NaN,28060,NaN,NaN,NaN,17269772,4,House,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shannon Green,35,India,House,Standard,8853159,NaN,NaN,NaN,17883,NaN,NaN,NaN,10817700,8,House,1461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Holloway,67,India,House,Standard,7965588,NaN,NaN,NaN,16011,NaN,NaN,NaN,9555673,3,House,843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katherine Welch,27,India,House,Standard,12944092,NaN,NaN,NaN,26147,NaN,NaN,NaN,14767158,1,House,1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Edwin Brown,54,India,House,Standard,8891298,NaN,NaN,NaN,17872,NaN,NaN,NaN,10399223,5,Apartment,1162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kathryn Dillon,29,India,House,Standard,8584731,NaN,NaN,NaN,17255,NaN,NaN,NaN,9993621,20,Apartment,835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Julie Delacruz,33,India,House,Standard,14327853,NaN,NaN,NaN,28799,NaN,NaN,NaN,16739022,2,Apartment,1290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elizabeth French,47,India,House,Standard,14516406,NaN,NaN,NaN,29323,NaN,NaN,NaN,14533593,20,Apartment,1004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brandon Kelly,64,India,House,Standard,7114586,NaN,NaN,NaN,14443,NaN,NaN,NaN,7827658,30,House,1191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catherine Frazier,36,India,House,Standard,11335388,NaN,NaN,NaN,23011,NaN,NaN,NaN,13271934,24,House,1379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Abbott,54,India,House,Standard,12581995,NaN,NaN,NaN,25290,NaN,NaN,NaN,12849877,0,Apartment,1411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Karl Branch,26,India,House,Standard,8482328,NaN,NaN,NaN,17304,NaN,NaN,NaN,8482997,37,House,1283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Ochoa,48,India,House,Standard,8323831,NaN,NaN,NaN,16731,NaN,NaN,NaN,9179975,8,Apartment,1053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Hill,48,India,House,Standard,11036221,NaN,NaN,NaN,22404,NaN,NaN,NaN,11181115,22,House,1389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pamela Gutierrez,31,India,House,Standard,10274614,NaN,NaN,NaN,20857,NaN,NaN,NaN,10454473,22,House,1042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Washington,58,India,House,Standard,19102662,NaN,NaN,NaN,38587,NaN,NaN,NaN,19301980,18,Apartment,1160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gregory King,25,India,House,Standard,13402277,NaN,NaN,NaN,27073,NaN,NaN,NaN,16595341,15,Apartment,1116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alejandro Deleon,55,India,House,Standard,10322812,NaN,NaN,NaN,20749,NaN,NaN,NaN,11402772,0,Apartment,1416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Megan Adams,34,India,House,Standard,10793442,NaN,NaN,NaN,21803,NaN,NaN,NaN,13065572,25,Apartment,1428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Traci Vincent,30,India,House,Standard,8691350,NaN,NaN,NaN,17470,NaN,NaN,NaN,10477282,0,Apartment,1131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Martin,39,India,House,Standard,8639186,NaN,NaN,NaN,17365,NaN,NaN,NaN,9876537,4,House,913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Steven Rivera,68,India,House,Standard,12162804,NaN,NaN,NaN,24447,NaN,NaN,NaN,14136992,10,Apartment,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Jones,64,India,House,Standard,8467350,NaN,NaN,NaN,17189,NaN,NaN,NaN,10142476,20,House,1247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephanie Elliott,25,India,House,Standard,17855934,NaN,NaN,NaN,36248,NaN,NaN,NaN,19136012,14,House,1428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sean Clay,68,India,House,Standard,11570774,NaN,NaN,NaN,23373,NaN,NaN,NaN,13848231,8,House,1114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sarah Pittman,32,India,House,Standard,15547051,NaN,NaN,NaN,31716,NaN,NaN,NaN,19277747,36,House,1386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Susan Powers,61,India,House,Standard,11723231,NaN,NaN,NaN,23681,NaN,NaN,NaN,12838793,20,Apartment,1426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Courtney Nichols,58,India,House,Standard,8571565,NaN,NaN,NaN,17229,NaN,NaN,NaN,9859604,7,Apartment,1139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Lee,68,India,House,Standard,9635833,NaN,NaN,NaN,19464,NaN,NaN,NaN,10316683,22,Apartment,1451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Johnson,59,India,House,Standard,12742848,NaN,NaN,NaN,25741,NaN,NaN,NaN,14993206,13,House,811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Yolanda Green,61,India,House,Standard,10707507,NaN,NaN,NaN,21629,NaN,NaN,NaN,13380098,23,Apartment,1062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Cooper,50,India,House,Standard,13346352,NaN,NaN,NaN,26960,NaN,NaN,NaN,14852113,13,Apartment,1229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Suzanne Jones,60,India,House,Standard,12934134,NaN,NaN,NaN,26127,NaN,NaN,NaN,13392681,6,House,1359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dr. Rhonda Martinez,29,India,House,Standard,15008732,NaN,NaN,NaN,30318,NaN,NaN,NaN,18421456,14,Apartment,1030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peter Thompson,51,India,House,Standard,12327406,NaN,NaN,NaN,24901,NaN,NaN,NaN,12447745,16,House,820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Megan Oliver,30,India,House,Standard,12525176,NaN,NaN,NaN,25176,NaN,NaN,NaN,13234590,10,House,974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Karen Keith,31,India,House,Standard,8031363,NaN,NaN,NaN,16223,NaN,NaN,NaN,9062037,1,House,1146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Steven Stein,42,India,House,Standard,8324539,NaN,NaN,NaN,16816,NaN,NaN,NaN,10268193,10,House,1421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Edgar Hughes,56,India,House,Standard,10339907,NaN,NaN,NaN,20990,NaN,NaN,NaN,10948564,35,House,994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kyle Nguyen,54,India,House,Standard,10128083,NaN,NaN,NaN,20560,NaN,NaN,NaN,11950404,19,House,1476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alexander Gomez,34,India,House,Standard,11427058,NaN,NaN,NaN,23083,NaN,NaN,NaN,14091805,9,House,1385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Miller,60,India,House,Standard,13500747,NaN,NaN,NaN,27407,NaN,NaN,NaN,14674037,40,House,889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samuel Suarez,43,India,House,Standard,8466711,NaN,NaN,NaN,16933,NaN,NaN,NaN,9127170,5,Apartment,826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Ramos,46,India,House,Standard,13810924,NaN,NaN,NaN,27898,NaN,NaN,NaN,15445197,25,House,918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patrick Mccall,41,India,House,Standard,10443274,NaN,NaN,NaN,21095,NaN,NaN,NaN,11946036,11,House,893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Steve Rivera,34,India,House,Standard,11679326,NaN,NaN,NaN,23475,NaN,NaN,NaN,13697531,2,House,991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amanda Hill,38,India,House,Standard,9682243,NaN,NaN,NaN,19752,NaN,NaN,NaN,11919132,36,House,1031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kristen Randall,32,India,House,Standard,16244270,NaN,NaN,NaN,32651,NaN,NaN,NaN,18698262,21,Apartment,899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Derrick Brown,64,India,House,Standard,11732623,NaN,NaN,NaN,23700,NaN,NaN,NaN,14445543,17,Apartment,1403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Matthew Davis MD,54,India,House,Standard,15882436,NaN,NaN,NaN,32400,NaN,NaN,NaN,16267475,36,House,1228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Ward,59,India,House,Standard,11267775,NaN,NaN,NaN,22648,NaN,NaN,NaN,12513906,2,House,880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deborah Campbell,56,India,House,Standard,16914508,NaN,NaN,NaN,33998,NaN,NaN,NaN,17087934,3,Apartment,1493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Bowen,63,India,House,Standard,8721228,NaN,NaN,NaN,17530,NaN,NaN,NaN,10400427,25,Apartment,971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Gonzales,33,India,House,Standard,14595076,NaN,NaN,NaN,29482,NaN,NaN,NaN,14603052,12,House,880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dana Bennett,26,India,House,Standard,9802933,NaN,NaN,NaN,19900,NaN,NaN,NaN,9980985,20,House,1409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vincent Novak,32,India,House,Standard,7752487,NaN,NaN,NaN,15815,NaN,NaN,NaN,8960078,35,House,1197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Valerie Taylor,35,India,House,Standard,15247122,NaN,NaN,NaN,30799,NaN,NaN,NaN,16218920,25,Apartment,1269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
George Ochoa,68,India,House,Standard,13500558,NaN,NaN,NaN,27271,NaN,NaN,NaN,16267135,13,Apartment,1229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eric Rush,44,India,House,Standard,15845194,NaN,NaN,NaN,31849,NaN,NaN,NaN,17363897,3,Apartment,1396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Linda Gonzalez,47,India,House,Standard,10489641,NaN,NaN,NaN,21294,NaN,NaN,NaN,12299841,26,House,1348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mr. David Wright,68,India,House,Standard,13056282,NaN,NaN,NaN,26374,NaN,NaN,NaN,15646760,2,House,1385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Arthur Hamilton MD,48,India,House,Standard,8715492,NaN,NaN,NaN,17605,NaN,NaN,NaN,9913447,2,House,1433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Charles Turner,52,India,House,Standard,17081817,NaN,NaN,NaN,34505,NaN,NaN,NaN,19084898,23,Apartment,1043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anna Wheeler,65,India,House,Standard,11853833,NaN,NaN,NaN,23945,NaN,NaN,NaN,13748518,19,House,820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elizabeth Flores,27,India,House,Standard,16496651,NaN,NaN,NaN,32993,NaN,NaN,NaN,19180009,4,Apartment,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sean Curtis,55,India,House,Standard,11969994,NaN,NaN,NaN,24419,NaN,NaN,NaN,12883277,38,House,1075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Garcia,34,India,House,Standard,14193546,NaN,NaN,NaN,28955,NaN,NaN,NaN,14910774,31,House,1016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Oconnor,56,India,House,Standard,7279743,NaN,NaN,NaN,14632,NaN,NaN,NaN,8442977,2,Apartment,1327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Rodriguez,70,India,House,Standard,11964201,NaN,NaN,NaN,23928,NaN,NaN,NaN,14267679,5,Apartment,938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Derek Wright,59,India,House,Standard,6859079,NaN,NaN,NaN,13855,NaN,NaN,NaN,8466829,14,Apartment,1055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Margaret Tanner,64,India,House,Standard,18639760,NaN,NaN,NaN,37839,NaN,NaN,NaN,19321795,23,House,1003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jessica Smith,46,India,House,Standard,11414221,NaN,NaN,NaN,23057,NaN,NaN,NaN,14159586,21,Apartment,1450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Kelly,45,India,House,Standard,15576510,NaN,NaN,NaN,31620,NaN,NaN,NaN,15700480,11,House,1408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Margaret Miller,31,India,House,Standard,14444241,NaN,NaN,NaN,29322,NaN,NaN,NaN,17346216,22,House,1364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heather Woodard,66,India,House,Standard,16718951,NaN,NaN,NaN,33605,NaN,NaN,NaN,19056994,1,House,892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melissa Stephens,57,India,House,Standard,14450641,NaN,NaN,NaN,29190,NaN,NaN,NaN,17100897,20,Apartment,1019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rachel Jones,55,India,House,Standard,9659762,NaN,NaN,NaN,19706,NaN,NaN,NaN,12014473,32,House,1467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Porter,58,India,House,Standard,6384399,NaN,NaN,NaN,12896,NaN,NaN,NaN,7649283,20,Apartment,1285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alyssa Haynes,46,India,House,Standard,9957315,NaN,NaN,NaN,20213,NaN,NaN,NaN,11254238,17,House,1058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sarah Thompson,34,India,House,Standard,11926413,NaN,NaN,NaN,24211,NaN,NaN,NaN,13350369,13,House,1270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebecca Kelly,53,India,House,Standard,13320088,NaN,NaN,NaN,27173,NaN,NaN,NaN,16234854,37,House,1438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ariel Sandoval,51,India,House,Standard,17437709,NaN,NaN,NaN,35399,NaN,NaN,NaN,18612480,19,House,1183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paula Brown,65,India,House,Standard,7414157,NaN,NaN,NaN,15125,NaN,NaN,NaN,8571008,40,House,1144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Francis Robinson,69,India,House,Standard,9861326,NaN,NaN,NaN,20018,NaN,NaN,NaN,11881318,12,House,1471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tracy Walker,39,India,House,Standard,7912836,NaN,NaN,NaN,16063,NaN,NaN,NaN,8452520,20,House,1414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nicholas Rush,55,India,House,Standard,18151447,NaN,NaN,NaN,36847,NaN,NaN,NaN,18495796,16,House,1309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Courtney Chapman,25,India,House,Standard,13247737,NaN,NaN,NaN,26495,NaN,NaN,NaN,14014172,10,Apartment,836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shannon Yu,26,India,House,Standard,17140874,NaN,NaN,NaN,34796,NaN,NaN,NaN,19014507,22,House,1347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sylvia Schroeder,43,India,House,Standard,15188129,NaN,NaN,NaN,30528,NaN,NaN,NaN,18532943,9,Apartment,1371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dennis Huffman,63,India,House,Standard,19530315,NaN,NaN,NaN,39451,NaN,NaN,NaN,19930556,21,Apartment,1064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Allen Mendez,32,India,House,Standard,8537872,NaN,NaN,NaN,17332,NaN,NaN,NaN,8998202,14,House,1027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Moore,45,India,House,Standard,13348008,NaN,NaN,NaN,27096,NaN,NaN,NaN,14554359,16,House,1139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Carly Riggs,57,India,House,Standard,8686832,NaN,NaN,NaN,17547,NaN,NaN,NaN,9476045,20,Apartment,1281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Karen Johnson,38,India,House,Standard,7164196,NaN,NaN,NaN,14472,NaN,NaN,NaN,8694801,16,Apartment,1283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dale Chan,37,India,House,Standard,11273005,NaN,NaN,NaN,22884,NaN,NaN,NaN,13903346,26,House,1342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Haynes,70,India,House,Standard,9779490,NaN,NaN,NaN,19852,NaN,NaN,NaN,9804606,26,House,1005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kathryn Price,44,India,House,Standard,8082375,NaN,NaN,NaN,16326,NaN,NaN,NaN,9902902,24,Apartment,1123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Virginia Casey,25,India,House,Standard,14679436,NaN,NaN,NaN,29799,NaN,NaN,NaN,18086973,40,House,981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lydia Pham,49,India,House,Standard,11519603,NaN,NaN,NaN,23270,NaN,NaN,NaN,12089036,18,Apartment,1014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Thompson,62,India,House,Standard,7952640,NaN,NaN,NaN,16144,NaN,NaN,NaN,8977088,40,House,932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Donald Medina,68,India,House,Standard,14063292,NaN,NaN,NaN,28267,NaN,NaN,NaN,15509447,1,Apartment,1192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bradley Johnson DDS,37,India,House,Standard,7236027,NaN,NaN,NaN,14544,NaN,NaN,NaN,7736174,0,Apartment,1129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tracey Wagner,33,India,House,Standard,19320489,NaN,NaN,NaN,39027,NaN,NaN,NaN,19807820,22,Apartment,1054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katherine Taylor,33,India,House,Standard,8868156,NaN,NaN,NaN,18002,NaN,NaN,NaN,9663099,32,House,905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
