name,age,country,policytype,policytier,sumassured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
ryan rosales,70,india,house,gold,20290964.0,nan,,nan,41799.0,,,nan,20746131.0,46.0,bungalow,2148.0,nan,,nan,nan,nan,nan,nan,
kimberly johnson,66,india,house,gold,22515422.0,nan,,nan,45931.0,,,nan,23279129.0,13.0,house,2500.0,nan,,nan,nan,nan,nan,nan,
christopher pena,54,india,house,gold,48312602.0,nan,,nan,99041.0,,,nan,47227984.0,20.0,bungalow,2866.0,nan,,nan,nan,nan,nan,nan,
mark anderson,54,india,house,gold,37035031.0,nan,,nan,75922.0,,,nan,34629434.0,50.0,bungalow,1913.0,nan,,nan,nan,nan,nan,nan,
wayne wolfe,42,india,house,gold,45934655.0,nan,,nan,93707.0,,,nan,48198489.0,18.0,house,2597.0,nan,,nan,nan,nan,nan,nan,
kristy mills,44,india,house,gold,41150548.0,nan,,nan,84359.0,,,nan,39244161.0,39.0,house,2323.0,nan,,nan,nan,nan,nan,nan,
chad jones,67,india,house,gold,42643736.0,nan,,nan,87420.0,,,nan,44082245.0,37.0,house,2684.0,nan,,nan,nan,nan,nan,nan,
ashley wise,59,india,house,gold,36741786.0,nan,,nan,75688.0,,,nan,39006179.0,37.0,bungalow,2587.0,nan,,nan,nan,nan,nan,nan,
sophia johnson,26,india,house,gold,43230470.0,nan,,nan,89055.0,,,nan,41861947.0,37.0,bungalow,2118.0,nan,,nan,nan,nan,nan,nan,
christopher guerra,32,india,house,gold,27381113.0,nan,,nan,56131.0,,,nan,26713469.0,26.0,bungalow,2348.0,nan,,nan,nan,nan,nan,nan,
jason rhodes,53,india,house,gold,43621360.0,nan,,nan,88551.0,,,nan,42533822.0,1.0,house,2621.0,nan,,nan,nan,nan,nan,nan,
jeremy mitchell,39,india,house,gold,50521957.0,nan,,nan,103065.0,,,nan,48947737.0,23.0,bungalow,1882.0,nan,,nan,nan,nan,nan,nan,
robert harrison,68,india,house,gold,29373787.0,nan,,nan,60510.0,,,nan,28990438.0,69.0,bungalow,2806.0,nan,,nan,nan,nan,nan,nan,
brenda wright,58,india,house,gold,21844167.0,nan,,nan,44562.0,,,nan,22009295.0,23.0,house,2569.0,nan,,nan,nan,nan,nan,nan,
shelly spencer,36,india,house,gold,24725334.0,nan,,nan,50934.0,,,nan,25049024.0,64.0,bungalow,2903.0,nan,,nan,nan,nan,nan,nan,
robert woods,70,india,house,gold,46585394.0,nan,,nan,94568.0,,,nan,48863050.0,26.0,house,1631.0,nan,,nan,nan,nan,nan,nan,
katelyn kim,66,india,house,gold,42521417.0,nan,,nan,87169.0,,,nan,41677594.0,53.0,bungalow,1828.0,nan,,nan,nan,nan,nan,nan,
stephen boyer,54,india,house,gold,25357113.0,nan,,nan,51475.0,,,nan,28002175.0,12.0,house,1732.0,nan,,nan,nan,nan,nan,nan,
jeffrey mills,43,india,house,gold,36619954.0,nan,,nan,75437.0,,,nan,35574615.0,37.0,bungalow,2494.0,nan,,nan,nan,nan,nan,nan,
george harper,55,india,house,gold,24255979.0,nan,,nan,49482.0,,,nan,26777676.0,18.0,bungalow,1826.0,nan,,nan,nan,nan,nan,nan,
maria jones,68,india,house,gold,46006529.0,nan,,nan,93393.0,,,nan,42101321.0,2.0,house,2627.0,nan,,nan,nan,nan,nan,nan,
jenna larson,54,india,house,gold,44526125.0,nan,,nan,89943.0,,,nan,46247409.0,5.0,house,1540.0,nan,,nan,nan,nan,nan,nan,
emily bennett,44,india,house,gold,47756450.0,nan,,nan,97901.0,,,nan,49097456.0,67.0,bungalow,1630.0,nan,,nan,nan,nan,nan,nan,
robin santiago,38,india,house,gold,53098871.0,nan,,nan,108853.0,,,nan,49719809.0,70.0,bungalow,1684.0,nan,,nan,nan,nan,nan,nan,
nancy jennings,29,india,house,gold,28837222.0,nan,,nan,58828.0,,,nan,27920226.0,33.0,house,1729.0,nan,,nan,nan,nan,nan,nan,
robert charles,29,india,house,gold,49547228.0,nan,,nan,102067.0,,,nan,46008572.0,41.0,bungalow,2575.0,nan,,nan,nan,nan,nan,nan,
adam brooks,62,india,house,gold,42793755.0,nan,,nan,87727.0,,,nan,40126663.0,31.0,bungalow,1750.0,nan,,nan,nan,nan,nan,nan,
dennis henderson,48,india,house,gold,43692955.0,nan,,nan,89134.0,,,nan,47039557.0,23.0,bungalow,1983.0,nan,,nan,nan,nan,nan,nan,
melinda mitchell,70,india,house,gold,25848489.0,nan,,nan,53248.0,,,nan,27184293.0,36.0,bungalow,2062.0,nan,,nan,nan,nan,nan,nan,
rhonda gutierrez,67,india,house,gold,23839794.0,nan,,nan,49110.0,,,nan,21876545.0,54.0,bungalow,2504.0,nan,,nan,nan,nan,nan,nan,
catherine roberts,60,india,house,gold,36368563.0,nan,,nan,74919.0,,,nan,38312164.0,53.0,bungalow,2367.0,nan,,nan,nan,nan,nan,nan,
chelsea smith,50,india,house,gold,51644421.0,nan,,nan,105871.0,,,nan,49508892.0,40.0,bungalow,1796.0,nan,,nan,nan,nan,nan,nan,
brian brown,58,india,house,gold,21496830.0,nan,,nan,43639.0,,,nan,20707133.0,3.0,house,2821.0,nan,,nan,nan,nan,nan,nan,
kathleen webster,55,india,house,gold,28821473.0,nan,,nan,59084.0,,,nan,28042186.0,29.0,bungalow,2018.0,nan,,nan,nan,nan,nan,nan,
jeremy turner,61,india,house,gold,34536767.0,nan,,nan,70800.0,,,nan,32175396.0,34.0,house,2903.0,nan,,nan,nan,nan,nan,nan,
anthony romero,66,india,house,gold,36193016.0,nan,,nan,74196.0,,,nan,33034924.0,69.0,bungalow,1516.0,nan,,nan,nan,nan,nan,nan,
jesse brown,54,india,house,gold,28352882.0,nan,,nan,57556.0,,,nan,30096131.0,19.0,house,1684.0,nan,,nan,nan,nan,nan,nan,
angela lin,54,india,house,gold,36893798.0,nan,,nan,76001.0,,,nan,34725223.0,66.0,bungalow,2793.0,nan,,nan,nan,nan,nan,nan,
lisa hunter,46,india,house,gold,30808272.0,nan,,nan,63157.0,,,nan,33632790.0,65.0,bungalow,1569.0,nan,,nan,nan,nan,nan,nan,
julian conner,65,india,house,gold,35251229.0,nan,,nan,72618.0,,,nan,35807200.0,55.0,bungalow,2345.0,nan,,nan,nan,nan,nan,nan,
antonio garcia,42,india,house,gold,43528715.0,nan,,nan,89234.0,,,nan,47662302.0,42.0,bungalow,1828.0,nan,,nan,nan,nan,nan,nan,
derrick espinoza,30,india,house,gold,41773290.0,nan,,nan,86053.0,,,nan,40203658.0,39.0,bungalow,2993.0,nan,,nan,nan,nan,nan,nan,
crystal hernandez,31,india,house,gold,41050924.0,nan,,nan,84154.0,,,nan,41520899.0,40.0,house,2813.0,nan,,nan,nan,nan,nan,nan,
john lee,45,india,house,gold,25196855.0,nan,,nan,51402.0,,,nan,24566497.0,22.0,bungalow,1506.0,nan,,nan,nan,nan,nan,nan,
ruth clayton,70,india,house,gold,37351790.0,nan,,nan,75451.0,,,nan,39320955.0,10.0,house,1668.0,nan,,nan,nan,nan,nan,nan,
randy wright,45,india,house,gold,47456518.0,nan,,nan,97286.0,,,nan,45756628.0,38.0,house,2829.0,nan,,nan,nan,nan,nan,nan,
joel wise,36,india,house,gold,32854078.0,nan,,nan,67022.0,,,nan,35149487.0,16.0,house,2479.0,nan,,nan,nan,nan,nan,nan,
emily morris,30,india,house,gold,43773447.0,nan,,nan,89736.0,,,nan,47741751.0,22.0,bungalow,2170.0,nan,,nan,nan,nan,nan,nan,
dawn little,35,india,house,gold,27850428.0,nan,,nan,57372.0,,,nan,26103190.0,70.0,bungalow,2305.0,nan,,nan,nan,nan,nan,nan,
jacqueline davis,68,india,house,gold,28342582.0,nan,,nan,57819.0,,,nan,27532538.0,35.0,house,1542.0,nan,,nan,nan,nan,nan,nan,
justin torres,51,india,house,gold,26355652.0,nan,,nan,53766.0,,,nan,27674141.0,22.0,bungalow,1682.0,nan,,nan,nan,nan,nan,nan,
theresa clark,28,india,house,gold,20630942.0,nan,,nan,42500.0,,,nan,21670439.0,48.0,bungalow,2321.0,nan,,nan,nan,nan,nan,nan,
stephanie fields,44,india,house,gold,33759383.0,nan,,nan,68194.0,,,nan,32345351.0,0.0,house,1848.0,nan,,nan,nan,nan,nan,nan,
susan torres,67,india,house,gold,43417660.0,nan,,nan,89006.0,,,nan,45949632.0,17.0,bungalow,2429.0,nan,,nan,nan,nan,nan,nan,
jessica haas,56,india,house,gold,26362816.0,nan,,nan,54307.0,,,nan,26393601.0,57.0,bungalow,2045.0,nan,,nan,nan,nan,nan,nan,
mrs. bethany phillips,38,india,house,gold,36035344.0,nan,,nan,73152.0,,,nan,34472314.0,18.0,house,1923.0,nan,,nan,nan,nan,nan,nan,
sharon young,33,india,house,gold,31626659.0,nan,,nan,64835.0,,,nan,34036858.0,60.0,bungalow,1869.0,nan,,nan,nan,nan,nan,nan,
michael ortega,25,india,house,gold,27335622.0,nan,,nan,56038.0,,,nan,28784532.0,68.0,bungalow,1982.0,nan,,nan,nan,nan,nan,nan,
sonya chavez,68,india,house,gold,38752846.0,nan,,nan,79443.0,,,nan,42960193.0,15.0,bungalow,2825.0,nan,,nan,nan,nan,nan,nan,
brandon montgomery,45,india,house,gold,46406664.0,nan,,nan,95598.0,,,nan,49240790.0,53.0,bungalow,2162.0,nan,,nan,nan,nan,nan,nan,
matthew miles,28,india,house,gold,40228678.0,nan,,nan,82469.0,,,nan,43771743.0,14.0,bungalow,2366.0,nan,,nan,nan,nan,nan,nan,
beth hall,67,india,house,gold,23524281.0,nan,,nan,47990.0,,,nan,21748609.0,30.0,house,2181.0,nan,,nan,nan,nan,nan,nan,
dr. nicole trujillo,49,india,house,gold,40413717.0,nan,,nan,82040.0,,,nan,42508029.0,0.0,house,2725.0,nan,,nan,nan,nan,nan,nan,
cody bailey,33,india,house,gold,31935720.0,nan,,nan,65788.0,,,nan,32782147.0,52.0,bungalow,2119.0,nan,,nan,nan,nan,nan,nan,
kristen jones,35,india,house,gold,19968279.0,nan,,nan,40735.0,,,nan,21379925.0,16.0,house,2688.0,nan,,nan,nan,nan,nan,nan,
thomas atkins,60,india,house,gold,30234334.0,nan,,nan,61376.0,,,nan,31380882.0,5.0,house,2458.0,nan,,nan,nan,nan,nan,nan,
laura mckinney,36,india,house,gold,33237271.0,nan,,nan,67804.0,,,nan,34526708.0,17.0,bungalow,1790.0,nan,,nan,nan,nan,nan,nan,
robert montgomery,40,india,house,gold,36236850.0,nan,,nan,74648.0,,,nan,36750728.0,69.0,bungalow,2075.0,nan,,nan,nan,nan,nan,nan,
tamara davis,44,india,house,gold,43752440.0,nan,,nan,90130.0,,,nan,40566570.0,37.0,bungalow,2040.0,nan,,nan,nan,nan,nan,nan,
dana chapman,60,india,house,gold,47883130.0,nan,,nan,98160.0,,,nan,44725228.0,35.0,house,2506.0,nan,,nan,nan,nan,nan,nan,
jennifer collins,59,india,house,gold,38455717.0,nan,,nan,78450.0,,,nan,41362502.0,12.0,house,2401.0,nan,,nan,nan,nan,nan,nan,
gary jackson,43,india,house,gold,24385918.0,nan,,nan,49747.0,,,nan,26145203.0,26.0,bungalow,1573.0,nan,,nan,nan,nan,nan,nan,
edward baker,67,india,house,gold,34238956.0,nan,,nan,69847.0,,,nan,34644156.0,12.0,bungalow,1737.0,nan,,nan,nan,nan,nan,nan,
joseph jimenez,36,india,house,gold,35810599.0,nan,,nan,73770.0,,,nan,38819154.0,41.0,bungalow,2493.0,nan,,nan,nan,nan,nan,nan,
lisa morris,62,india,house,gold,25927360.0,nan,,nan,52892.0,,,nan,24149147.0,13.0,house,2215.0,nan,,nan,nan,nan,nan,nan,
christina washington,48,india,house,gold,51770264.0,nan,,nan,106129.0,,,nan,48016395.0,46.0,bungalow,1844.0,nan,,nan,nan,nan,nan,nan,
kenneth huff,30,india,house,gold,28574578.0,nan,,nan,58578.0,,,nan,27126832.0,33.0,house,2695.0,nan,,nan,nan,nan,nan,nan,
timothy clark,28,india,house,gold,35174714.0,nan,,nan,71756.0,,,nan,33972702.0,31.0,house,1657.0,nan,,nan,nan,nan,nan,nan,
steve miller phd,50,india,house,gold,20343348.0,nan,,nan,41500.0,,,nan,20871145.0,25.0,house,2082.0,nan,,nan,nan,nan,nan,nan,
brian chen,37,india,house,gold,44055438.0,nan,,nan,89433.0,,,nan,48084294.0,1.0,house,2162.0,nan,,nan,nan,nan,nan,nan,
richard smith,37,india,house,gold,45966038.0,nan,,nan,94690.0,,,nan,42130467.0,50.0,bungalow,2482.0,nan,,nan,nan,nan,nan,nan,
laura velez,70,india,house,gold,43393347.0,nan,,nan,88522.0,,,nan,42079027.0,12.0,bungalow,1511.0,nan,,nan,nan,nan,nan,nan,
hannah montoya,56,india,house,gold,33147587.0,nan,,nan,67621.0,,,nan,30902353.0,13.0,house,2998.0,nan,,nan,nan,nan,nan,nan,
sean kane,61,india,house,gold,29772530.0,nan,,nan,60438.0,,,nan,29494361.0,4.0,house,2161.0,nan,,nan,nan,nan,nan,nan,
anne hardy,55,india,house,gold,30685277.0,nan,,nan,62598.0,,,nan,32797356.0,26.0,bungalow,1689.0,nan,,nan,nan,nan,nan,nan,
chelsey fox,52,india,house,gold,22479940.0,nan,,nan,45409.0,,,nan,22992663.0,10.0,house,1542.0,nan,,nan,nan,nan,nan,nan,
mario white,57,india,house,gold,28369834.0,nan,,nan,57591.0,,,nan,29560861.0,7.0,house,2825.0,nan,,nan,nan,nan,nan,nan,
jennifer garcia,58,india,house,gold,46171844.0,nan,,nan,94191.0,,,nan,44692346.0,22.0,house,2135.0,nan,,nan,nan,nan,nan,nan,
sonya jackson,68,india,house,gold,40069398.0,nan,,nan,82142.0,,,nan,37201787.0,38.0,bungalow,1909.0,nan,,nan,nan,nan,nan,nan,
james morgan,28,india,house,gold,30496764.0,nan,,nan,62518.0,,,nan,29008673.0,15.0,bungalow,2653.0,nan,,nan,nan,nan,nan,nan,
zachary ramos,57,india,house,premium,81403557.0,nan,,nan,167691.0,,,nan,75012256.0,50.0,bungalow,3889.0,nan,,nan,nan,nan,nan,nan,
ethan frey,61,india,house,premium,134985204.0,nan,,nan,278070.0,,,nan,118899524.0,39.0,bungalow,3699.0,nan,,nan,nan,nan,nan,nan,
cindy cannon,44,india,house,premium,78280750.0,nan,,nan,161258.0,,,nan,70813102.0,41.0,bungalow,4906.0,nan,,nan,nan,nan,nan,nan,
dawn nixon,41,india,house,premium,66629655.0,nan,,nan,137257.0,,,nan,61270276.0,39.0,bungalow,3595.0,nan,,nan,nan,nan,nan,nan,
chad scott,55,india,house,premium,102679287.0,nan,,nan,210493.0,,,nan,90318100.0,18.0,bungalow,3304.0,nan,,nan,nan,nan,nan,nan,
sandra drake,34,india,house,premium,88300788.0,nan,,nan,181900.0,,,nan,83373708.0,37.0,bungalow,4071.0,nan,,nan,nan,nan,nan,nan,
scott williams,55,india,house,premium,66460926.0,nan,,nan,136245.0,,,nan,60272020.0,12.0,bungalow,4878.0,nan,,nan,nan,nan,nan,nan,
glen wood,46,india,house,premium,116977450.0,nan,,nan,239804.0,,,nan,107030927.0,16.0,bungalow,3845.0,nan,,nan,nan,nan,nan,nan,
anthony moore,70,india,house,premium,93846625.0,nan,,nan,192386.0,,,nan,84008132.0,26.0,bungalow,3727.0,nan,,nan,nan,nan,nan,nan,
rebecca nguyen,31,india,house,premium,59088248.0,nan,,nan,121722.0,,,nan,52183547.0,57.0,bungalow,3233.0,nan,,nan,nan,nan,nan,nan,
rebecca patel,31,india,house,premium,75129514.0,nan,,nan,154767.0,,,nan,74455561.0,35.0,bungalow,4726.0,nan,,nan,nan,nan,nan,nan,
valerie reyes,49,india,house,premium,102975975.0,nan,,nan,212131.0,,,nan,89949573.0,47.0,bungalow,3642.0,nan,,nan,nan,nan,nan,nan,
timothy andrews,38,india,house,premium,116243350.0,nan,,nan,239461.0,,,nan,110390985.0,61.0,bungalow,4277.0,nan,,nan,nan,nan,nan,nan,
benjamin smith,34,india,house,premium,90031946.0,nan,,nan,184565.0,,,nan,78329117.0,15.0,bungalow,3379.0,nan,,nan,nan,nan,nan,nan,
michael bradshaw,28,india,house,premium,86608503.0,nan,,nan,178414.0,,,nan,84805028.0,53.0,bungalow,4785.0,nan,,nan,nan,nan,nan,nan,
lori guerrero,29,india,house,premium,53627434.0,nan,,nan,110473.0,,,nan,52404540.0,35.0,bungalow,3011.0,nan,,nan,nan,nan,nan,nan,
michael lyons,33,india,house,premium,123277108.0,nan,,nan,253951.0,,,nan,114037945.0,54.0,bungalow,3942.0,nan,,nan,nan,nan,nan,nan,
andrew reynolds,31,india,house,premium,134081978.0,nan,,nan,276209.0,,,nan,115326787.0,49.0,bungalow,3620.0,nan,,nan,nan,nan,nan,nan,
sara johnston,51,india,house,premium,117373944.0,nan,,nan,241790.0,,,nan,98416197.0,53.0,bungalow,4414.0,nan,,nan,nan,nan,nan,nan,
douglas gregory,26,india,house,premium,104821189.0,nan,,nan,214883.0,,,nan,103015631.0,29.0,bungalow,4647.0,nan,,nan,nan,nan,nan,nan,
mr. andrew foster,69,india,house,premium,60326007.0,nan,,nan,123668.0,,,nan,51862394.0,17.0,bungalow,3390.0,nan,,nan,nan,nan,nan,nan,
ms. kelly holder,50,india,house,premium,78412039.0,nan,,nan,160745.0,,,nan,75262608.0,11.0,bungalow,4759.0,nan,,nan,nan,nan,nan,nan,
eric walker,69,india,house,premium,75538179.0,nan,,nan,154853.0,,,nan,69482265.0,25.0,bungalow,4330.0,nan,,nan,nan,nan,nan,nan,
jerry johnson,25,india,house,premium,87265998.0,nan,,nan,178895.0,,,nan,75624104.0,29.0,bungalow,3176.0,nan,,nan,nan,nan,nan,nan,
kevin alvarado,51,india,house,premium,116264096.0,nan,,nan,238341.0,,,nan,113617738.0,11.0,bungalow,3864.0,nan,,nan,nan,nan,nan,nan,
christopher campbell,25,india,house,premium,120112957.0,nan,,nan,247433.0,,,nan,109762583.0,41.0,bungalow,4973.0,nan,,nan,nan,nan,nan,nan,
andrew fernandez,47,india,house,premium,91968228.0,nan,,nan,188535.0,,,nan,82565200.0,28.0,bungalow,3412.0,nan,,nan,nan,nan,nan,nan,
jonathan walker,68,india,house,premium,58001628.0,nan,,nan,118323.0,,,nan,56834659.0,10.0,bungalow,3683.0,nan,,nan,nan,nan,nan,nan,
nicholas long,49,india,house,premium,118656186.0,nan,,nan,244432.0,,,nan,107953597.0,64.0,bungalow,3851.0,nan,,nan,nan,nan,nan,nan,
kurt wagner,43,india,house,premium,96143574.0,nan,,nan,198056.0,,,nan,89027097.0,41.0,bungalow,3075.0,nan,,nan,nan,nan,nan,nan,
bradley duncan,56,india,house,premium,116887126.0,nan,,nan,240787.0,,,nan,115485030.0,55.0,bungalow,3474.0,nan,,nan,nan,nan,nan,nan,
james miller,26,india,house,premium,118440383.0,nan,,nan,242803.0,,,nan,106640491.0,30.0,bungalow,4180.0,nan,,nan,nan,nan,nan,nan,
danielle jones,69,india,house,premium,108466086.0,nan,,nan,223440.0,,,nan,105987241.0,40.0,bungalow,4820.0,nan,,nan,nan,nan,nan,nan,
michael henderson,31,india,house,premium,104964785.0,nan,,nan,216227.0,,,nan,96541891.0,54.0,bungalow,3918.0,nan,,nan,nan,nan,nan,nan,
jesse perez,34,india,house,premium,96976362.0,nan,,nan,198802.0,,,nan,88656152.0,22.0,bungalow,4487.0,nan,,nan,nan,nan,nan,nan,
jesse perry,46,india,house,premium,90690329.0,nan,,nan,185915.0,,,nan,81152352.0,24.0,bungalow,4039.0,nan,,nan,nan,nan,nan,nan,
jeffery ortega,66,india,house,premium,111824784.0,nan,,nan,230359.0,,,nan,95520344.0,48.0,bungalow,4887.0,nan,,nan,nan,nan,nan,nan,
ronald davis,59,india,house,premium,119500079.0,nan,,nan,246170.0,,,nan,112876614.0,66.0,bungalow,3268.0,nan,,nan,nan,nan,nan,nan,
laurie hoffman,35,india,house,premium,119455356.0,nan,,nan,246078.0,,,nan,102394739.0,36.0,bungalow,4965.0,nan,,nan,nan,nan,nan,nan,
christine bell,52,india,house,premium,114084294.0,nan,,nan,235014.0,,,nan,98352683.0,40.0,bungalow,4630.0,nan,,nan,nan,nan,nan,nan,
gina wallace,57,india,house,premium,89471121.0,nan,,nan,184311.0,,,nan,77811066.0,54.0,bungalow,3578.0,nan,,nan,nan,nan,nan,nan,
anthony simmons,37,india,house,premium,119393018.0,nan,,nan,244756.0,,,nan,114812367.0,21.0,bungalow,3264.0,nan,,nan,nan,nan,nan,nan,
kyle watkins,68,india,house,premium,125715884.0,nan,,nan,258975.0,,,nan,116060051.0,60.0,bungalow,3206.0,nan,,nan,nan,nan,nan,nan,
robert marquez,44,india,house,premium,100862550.0,nan,,nan,206768.0,,,nan,90755467.0,23.0,bungalow,3480.0,nan,,nan,nan,nan,nan,nan,
kim beltran,66,india,house,premium,105164709.0,nan,,nan,215588.0,,,nan,98155542.0,26.0,bungalow,4804.0,nan,,nan,nan,nan,nan,nan,
julie anderson,34,india,house,premium,86589370.0,nan,,nan,178374.0,,,nan,73449822.0,65.0,bungalow,4695.0,nan,,nan,nan,nan,nan,nan,
david walker,69,india,house,premium,59879518.0,nan,,nan,123352.0,,,nan,58545050.0,37.0,bungalow,3691.0,nan,,nan,nan,nan,nan,nan,
jesse sampson,38,india,house,premium,72637801.0,nan,,nan,148907.0,,,nan,66198473.0,24.0,bungalow,4150.0,nan,,nan,nan,nan,nan,nan,
eric rodriguez,67,india,house,premium,112724154.0,nan,,nan,231085.0,,,nan,97679636.0,12.0,bungalow,4575.0,nan,,nan,nan,nan,nan,nan,
cheryl mclean,52,india,house,premium,100563969.0,nan,,nan,206156.0,,,nan,85902065.0,19.0,bungalow,4835.0,nan,,nan,nan,nan,nan,nan,
theodore jones jr.,47,india,house,premium,75834464.0,nan,,nan,155461.0,,,nan,63977705.0,13.0,bungalow,4446.0,nan,,nan,nan,nan,nan,nan,
ana hill,33,india,house,premium,128187440.0,nan,,nan,264066.0,,,nan,111355706.0,63.0,bungalow,4971.0,nan,,nan,nan,nan,nan,nan,
eric huerta,53,india,house,premium,64206956.0,nan,,nan,132266.0,,,nan,63672496.0,45.0,bungalow,4686.0,nan,,nan,nan,nan,nan,nan,
ashley brown,51,india,house,premium,85034347.0,nan,,nan,174320.0,,,nan,72420574.0,17.0,bungalow,4290.0,nan,,nan,nan,nan,nan,nan,
alexis benson,58,india,house,premium,81143313.0,nan,,nan,166344.0,,,nan,71076551.0,28.0,bungalow,4491.0,nan,,nan,nan,nan,nan,nan,
trevor johnson,30,india,house,premium,119214265.0,nan,,nan,245581.0,,,nan,116892907.0,65.0,bungalow,4500.0,nan,,nan,nan,nan,nan,nan,
jeremy sampson,30,india,house,premium,101542874.0,nan,,nan,209178.0,,,nan,98819941.0,62.0,bungalow,3685.0,nan,,nan,nan,nan,nan,nan,
jordan bates,68,india,house,premium,125695295.0,nan,,nan,258932.0,,,nan,108936139.0,36.0,bungalow,4985.0,nan,,nan,nan,nan,nan,nan,
andrea hubbard,68,india,house,premium,90781543.0,nan,,nan,187010.0,,,nan,82925764.0,61.0,bungalow,4709.0,nan,,nan,nan,nan,nan,nan,
ariana stewart,65,india,house,premium,124049427.0,nan,,nan,254301.0,,,nan,117783003.0,15.0,bungalow,3350.0,nan,,nan,nan,nan,nan,nan,
judith house,48,india,house,premium,119759713.0,nan,,nan,246705.0,,,nan,105701512.0,50.0,bungalow,3738.0,nan,,nan,nan,nan,nan,nan,
david moreno,66,india,house,premium,109544707.0,nan,,nan,224567.0,,,nan,106602596.0,24.0,bungalow,4612.0,nan,,nan,nan,nan,nan,nan,
james moore,54,india,house,premium,124433691.0,nan,,nan,256333.0,,,nan,105486872.0,36.0,bungalow,4880.0,nan,,nan,nan,nan,nan,nan,
william mason,44,india,house,premium,107280337.0,nan,,nan,219925.0,,,nan,98556533.0,11.0,bungalow,4932.0,nan,,nan,nan,nan,nan,nan,
crystal allen,65,india,house,premium,121462503.0,nan,,nan,248998.0,,,nan,119437366.0,14.0,bungalow,4932.0,nan,,nan,nan,nan,nan,nan,
wesley browning,34,india,house,premium,112929440.0,nan,,nan,231505.0,,,nan,103908666.0,20.0,bungalow,4581.0,nan,,nan,nan,nan,nan,nan,
scott thomas,49,india,house,premium,62032018.0,nan,,nan,127786.0,,,nan,54978636.0,69.0,bungalow,4352.0,nan,,nan,nan,nan,nan,nan,
allison smith,33,india,house,premium,66989825.0,nan,,nan,137999.0,,,nan,57759103.0,55.0,bungalow,4293.0,nan,,nan,nan,nan,nan,nan,
james parks,45,india,house,premium,105580891.0,nan,,nan,217497.0,,,nan,89691460.0,35.0,bungalow,3858.0,nan,,nan,nan,nan,nan,nan,
yvonne chambers,45,india,house,premium,96545107.0,nan,,nan,198883.0,,,nan,90845544.0,57.0,bungalow,4477.0,nan,,nan,nan,nan,nan,nan,
adrian dean,39,india,house,premium,60253660.0,nan,,nan,123520.0,,,nan,51060619.0,27.0,bungalow,4693.0,nan,,nan,nan,nan,nan,nan,
ellen thornton,32,india,house,premium,75932356.0,nan,,nan,156421.0,,,nan,69711458.0,35.0,bungalow,4434.0,nan,,nan,nan,nan,nan,nan,
shane short,28,india,house,premium,128755841.0,nan,,nan,265237.0,,,nan,109343538.0,32.0,bungalow,4428.0,nan,,nan,nan,nan,nan,nan,
megan anderson,62,india,house,premium,122667529.0,nan,,nan,251468.0,,,nan,104291836.0,22.0,bungalow,4588.0,nan,,nan,nan,nan,nan,nan,
angel meyer,56,india,house,premium,59249021.0,nan,,nan,122053.0,,,nan,54962052.0,31.0,bungalow,4100.0,nan,,nan,nan,nan,nan,nan,
emily lane,62,india,house,premium,124979744.0,nan,,nan,256208.0,,,nan,119856260.0,28.0,bungalow,4107.0,nan,,nan,nan,nan,nan,nan,
matthew moon,31,india,house,premium,105825806.0,nan,,nan,218001.0,,,nan,91909809.0,31.0,bungalow,4067.0,nan,,nan,nan,nan,nan,nan,
shannon rivera,43,india,house,premium,61610440.0,nan,,nan,126918.0,,,nan,53143613.0,66.0,bungalow,3057.0,nan,,nan,nan,nan,nan,nan,
kimberly gutierrez,36,india,house,premium,97838263.0,nan,,nan,201547.0,,,nan,84720808.0,63.0,bungalow,3494.0,nan,,nan,nan,nan,nan,nan,
isaiah avila,34,india,house,premium,119229330.0,nan,,nan,245612.0,,,nan,117816807.0,56.0,bungalow,3226.0,nan,,nan,nan,nan,nan,nan,
jennifer jenkins,61,india,house,premium,90880321.0,nan,,nan,187213.0,,,nan,84863921.0,42.0,bungalow,4284.0,nan,,nan,nan,nan,nan,nan,
debra bradley,50,india,house,premium,74384917.0,nan,,nan,152489.0,,,nan,66743635.0,29.0,bungalow,3919.0,nan,,nan,nan,nan,nan,nan,
michael woods,70,india,house,premium,128671053.0,nan,,nan,263776.0,,,nan,110820382.0,25.0,bungalow,3694.0,nan,,nan,nan,nan,nan,nan,
lisa joseph,64,india,house,premium,86016586.0,nan,,nan,176334.0,,,nan,81385191.0,29.0,bungalow,3717.0,nan,,nan,nan,nan,nan,nan,
johnathan davis,57,india,house,premium,75935881.0,nan,,nan,156428.0,,,nan,68786655.0,34.0,bungalow,4462.0,nan,,nan,nan,nan,nan,nan,
patrick moore,53,india,house,premium,71592005.0,nan,,nan,147480.0,,,nan,64123318.0,43.0,bungalow,3671.0,nan,,nan,nan,nan,nan,nan,
brett burns,48,india,house,premium,126771460.0,nan,,nan,259881.0,,,nan,110976401.0,19.0,bungalow,3200.0,nan,,nan,nan,nan,nan,nan,
